iter	Logloss
596	0.3283042502
597	0.3282388343
598	0.3281400058
599	0.3280226106
600	0.3279318946
601	0.3277984113
602	0.3276623089
603	0.3275313442
604	0.3274045716
605	0.3272999915
606	0.3272101686
607	0.3270734685
608	0.3269408694
609	0.326881718
610	0.3267795583
611	0.3266468533
612	0.3265403506
613	0.3264222044
614	0.3263038619
615	0.3262210545
616	0.3261033745
617	0.3259853521
618	0.325872796
619	0.3257615839
620	0.3256955204
621	0.325647713
622	0.3255790379
623	0.3255301146
624	0.3253972237
625	0.3252885944
626	0.3252544998
627	0.3251867219
628	0.3251463338
629	0.3250086661
630	0.3248808805
631	0.3247745823
632	0.3246102572
633	0.3245162426
634	0.3243794299
635	0.3242712176
636	0.3241456826
637	0.3239984459
638	0.3238976562
639	0.3237573247
640	0.3236624816
641	0.3235717182
642	0.3234839012
643	0.3233843897
644	0.3232735968
645	0.3231427414
646	0.3230793661
647	0.3229674821
648	0.3229054703
649	0.3227773203
650	0.3226612216
651	0.3225817503
652	0.3224760058
653	0.3223128233
654	0.3221882565
655	0.3220676941
656	0.3219491971
657	0.3217782844
658	0.3216596879
659	0.3215696207
660	0.3214465306
661	0.3213454662
662	0.3212571407
663	0.321103884
664	0.321036113
665	0.3209617049
666	0.3208748678
667	0.3207657992
668	0.3205967256
669	0.3204762831
670	0.3203607601
671	0.320277717
672	0.3202096895
673	0.3200111971
674	0.3199461379
675	0.3198207168
676	0.3197714036
677	0.3196950978
678	0.3195896061
679	0.3194891134
680	0.3193636831
681	0.3193065423
682	0.319187195
683	0.3190921329
684	0.3189962613
685	0.3188623578
686	0.318749666
687	0.3186481802
688	0.3185662343
689	0.3184811732
690	0.3183623093
691	0.3182594501
692	0.3182146239
693	0.3181487582
694	0.3180327857
695	0.3179864986
696	0.3178999542
697	0.3178003717
698	0.3176584578
699	0.3175552931
700	0.3174433399
701	0.3173458324
702	0.317218372
703	0.3171498379
704	0.317104428
705	0.3169717305
706	0.316849966
707	0.3167851378
708	0.316695524
709	0.3165565537
710	0.3164633866
711	0.3162889551
712	0.316202932
713	0.3161287015
714	0.316008724
715	0.3158716717
716	0.3157537142
717	0.3156067754
718	0.3154767267
719	0.3154249844
720	0.3152722111
721	0.3151745168
722	0.3151122468
723	0.3150150283
724	0.3149626826
725	0.3148489448
726	0.3147923348
727	0.3146796356
728	0.3145683974
729	0.3144548839
730	0.3143516333
731	0.3141819778
732	0.3140106449
733	0.3138991893
734	0.3137484298
735	0.3137070768
736	0.3136424431
737	0.3135751633
738	0.3134769506
739	0.3133048624
740	0.3132109183
741	0.3131958625
742	0.3130831968
743	0.3129702029
744	0.3128573873
745	0.312773021
746	0.3126923112
747	0.3126420902
748	0.312507437
749	0.3124194684
750	0.312262944
751	0.3121918861
752	0.3120187038
753	0.3119184923
754	0.3117924126
755	0.3117062988
756	0.3116218517
757	0.3115153863
758	0.3113694714
759	0.3112342207
760	0.3110913501
761	0.3109817674
762	0.3108395915
763	0.3107564363
764	0.3107266446
765	0.3106037501
766	0.310493751
767	0.3103972783
768	0.3103521681
769	0.310306515
770	0.3102652626
771	0.3101825711
772	0.3100844444
773	0.3099977997
774	0.3098862485
775	0.3098129753
776	0.3097071805
777	0.3096333514
778	0.3096103649
779	0.3095756695
780	0.3094561345
781	0.3093689756
782	0.3092366867
783	0.3091486996
784	0.3091220735
785	0.3089894064
786	0.308963489
787	0.3088611338
788	0.3088265971
789	0.3088008368
790	0.3087180925
791	0.3086707221
792	0.3085928414
793	0.3084462095
794	0.3083440484
795	0.3082962567
796	0.308157182
797	0.3080203373
798	0.3079554252
799	0.3078722575
800	0.3077657775
801	0.3076976044
802	0.3075728768
803	0.3074538183
804	0.3073101516
805	0.3071988229
806	0.3071032525
807	0.3069580066
808	0.3069088231
809	0.3067705667
810	0.3066317786
811	0.3065480021
812	0.3064802308
813	0.3063864548
814	0.3063123899
815	0.3062268922
816	0.3061738349
817	0.3060960701
818	0.3060557702
819	0.3059681485
820	0.3059023234
821	0.3057538158
822	0.3057133029
823	0.3056008441
824	0.305573609
825	0.3055222382
826	0.3053793508
827	0.3052697992
828	0.3051677329
829	0.3051106565
830	0.3050222892
831	0.3049854008
832	0.3049017009
833	0.3048643828
834	0.3047548224
835	0.3046745351
836	0.3045905143
837	0.3044672239
838	0.3043976868
839	0.3042988073
840	0.3042474752
841	0.3041787994
842	0.3041503066
843	0.3040363607
844	0.3038544736
845	0.3037527464
846	0.3036592991
847	0.3035839001
848	0.3035093849
849	0.3034120568
850	0.3033365544
851	0.3031964104
852	0.3031001476
853	0.3029941716
854	0.3029587565
855	0.3028034392
856	0.3027179255
857	0.3026180914
858	0.3025208855
859	0.3023984035
860	0.3022215973
861	0.3021070187
862	0.3019830369
863	0.3019259026
864	0.3017927845
865	0.3017224085
866	0.3016419403
867	0.301542301
868	0.301458829
869	0.3013408242
870	0.3012253014
871	0.3011635487
872	0.3011322781
873	0.301059056
874	0.3009970505
875	0.3008826119
876	0.3008478803
877	0.3007442397
878	0.3006730069
879	0.3006588371
880	0.3005277194
881	0.3004205313
882	0.3002810789
883	0.3001383443
884	0.3001178896
885	0.3000112075
886	0.299941981
887	0.299871597
888	0.2997718497
889	0.2996459672
890	0.2995624216
891	0.299448275
892	0.299322215
893	0.299221064
894	0.2991564183
895	0.2990541501
896	0.2989556061
897	0.2988354437
898	0.2987505854
899	0.2986555924
900	0.2985057377
901	0.2984054531
902	0.2983404806
903	0.2983068627
904	0.2982097067
905	0.2981428069
906	0.2980514481
907	0.2979730591
908	0.2979069205
909	0.2978482765
910	0.297738036
911	0.2976700434
912	0.2975882895
913	0.2975043809
914	0.2974497857
915	0.2973759982
916	0.2972892003
917	0.2971804393
918	0.2971000109
919	0.2969344475
920	0.2968518984
921	0.2967773651
922	0.2966705061
923	0.2966035534
924	0.2965243364
925	0.2963546535
926	0.2963182981
927	0.2962217233
928	0.2960555186
929	0.2960025036
930	0.2959351458
931	0.2958561909
932	0.2957022406
933	0.2956418723
934	0.2955413866
935	0.2954786847
936	0.2953834283
937	0.2953113073
938	0.2952200652
939	0.2951575214
940	0.2950671287
941	0.2949923948
942	0.2948782251
943	0.2948002875
944	0.2946897868
945	0.2945888587
946	0.294476271
947	0.2943709041
948	0.294280265
949	0.2942129264
950	0.2941035025
951	0.2940282037
952	0.2938972451
953	0.2938297118
954	0.2937159138
955	0.2935836337
956	0.2935330899
957	0.2934355065
958	0.2933479693
959	0.2932340645
960	0.2931825629
961	0.2931420688
962	0.2930585629
963	0.2929845727
964	0.2928756046
965	0.2927917506
966	0.2926847878
967	0.2925583425
968	0.2924740736
969	0.2923775727
970	0.2923090244
971	0.2921992764
972	0.2920845934
973	0.2919987574
974	0.2919048536
975	0.2918814318
976	0.2918065073
977	0.291679313
978	0.2916073382
979	0.2915082644
980	0.2914862051
981	0.2913856231
982	0.2912604447
983	0.2911723243
984	0.2911128579
985	0.2910647606
986	0.2910087749
987	0.2909286321
988	0.2908153544
989	0.2907125661
990	0.2905740729
991	0.2904786897
992	0.2904385872
993	0.2902742461
994	0.2902085082
995	0.2901577393
996	0.2900879124
997	0.2900562878
998	0.2899836356
999	0.2899119365
